Id,Time
0,1.5715963827101815
1,15.149414983842458
2,0.3002284613850039
3,2.4177697416602735
4,8.024677340620297
5,7.720072468380412
6,3.592009666300409
7,0.5147819265616306
8,14.16357516467027
9,0.33292910651254826
10,8.035479222958129
11,6.027583018542303
12,0.39924559545112437
13,31.250274151757633
14,0.3539295133682915
15,0.8805113846360156
16,0.9968096981816481
17,15.095061711911843
18,3.7677624727276373
19,1.1425106038476036
20,0.4360327898351094
21,0.46218871368519054
22,0.282267287032652
23,0.8306799885990952
24,1.238987787694884
25,3.9959578051045583
26,1.5423371530943346
27,2.5497321454171593
28,3.384555057203335
29,3.1543240199492804
30,19.79814545706676
31,1.879707566983621
32,0.28371906615504194
33,10.945228496839853
34,5.734968308791357
35,0.5163089721681745
36,2.8961819078911404
37,2.364968192486634
38,0.8178356606179213
39,1.116122488863822
40,5.284015030135209
41,25.5111477013631
42,1.1234556981158415
43,5.165141222935521
44,0.9791770912752349
45,3.133606590701807
46,2.578771364593815
47,1.5211916515030117
48,9.375552892870928
49,0.6034130096704295
50,0.35772003107933753
51,24.392641013837654
52,0.3200498954015003
53,5.962489102304328
54,21.73679360067085
55,0.39269360809714154
56,1.1831484320753187
57,0.6379545180385354
58,0.5011059907486307
59,2.526168191096586
60,5.965538266965162
61,6.623223410997308
62,0.3408883024821258
63,6.785519046157811
64,3.9431204387635
65,8.231813935385865
66,2.191403624007025
67,0.2724529043086279
68,7.2194662099815705
69,0.7066921302517302
70,0.43979679217544304
71,0.8599114949790179
72,14.910917601728114
73,0.3082735873959518
74,18.031399020817506
75,4.781652217634483
76,0.7875663483728497
77,5.877589256984413
78,5.360163157929114
79,2.1003888398395905
80,5.212177651947852
81,11.051462281107783
82,12.285059790994335
83,0.5566414003265951
84,1.183130518819405
85,10.964523599539556
86,5.791684057574638
87,0.9343388729565258
88,3.8505169049732246
89,1.1278167150101805
90,2.9689232152992435
91,0.741285671937649
92,1.2939569598964566
93,18.912127845779892
94,5.365998705786414
95,5.185625190647594
96,45.027180592536524
97,0.3149897679104732
98,1.0410190260716563
99,0.24099729821018298
